,ID,ROA,ROE,Operating gross profit margin,cash flow,Debt ratio,Total asset turnover,After-tax net profit growth rate,Growth_CLass
651,4148,0.26,0.29,22.65,"121,009",9.61,0.63,153.81,3
652,4155,4.82,7.53,21.96,"-92,244",31.4,0.62,7.65,1
653,4164,3.2,6.44,32.51,"-1,889,405",48.02,0.22,-7.05,1
654,4190,3.99,13.16,75.88,"838,862",70.52,0.4,-45.22,0
655,4306,1.7,5.48,16.48,"-1,620,781",66.54,0.44,238.01,3
656,4414,-1.41,-2.86,17.76,"501,387",50.58,0.76,90.19,3
657,4426,-2.66,-4.13,3.84,"48,345",37.22,0.24,-129.84,0
658,4438,4.01,6.17,10.55,"804,665",36.65,0.99,-49.18,0
659,4439,8.59,14.53,21.7,"462,378",39.89,1.34,7.19,1
660,4526,-2.46,-7.08,14.24,"1,132,776",65.89,0.47,-542.66,0
661,4532,4.26,12.1,11.91,"776,742",65.06,0.69,11.72,2
662,4536,7.26,13.21,34.54,"665,173",45.15,0.72,-7.98,1
663,4540,1.59,3.0,21.88,"-164,126",49.99,0.47,248.64,3
664,4545,0.52,0.92,22.66,"-34,175",45.67,0.63,111.77,3
665,4551,7.0,15.92,27.0,"627,994",50.04,0.6,-15.07,1
666,4552,5.01,6.66,20.65,"148,800",23.94,0.64,-30.98,0
667,4555,4.23,6.98,34.32,"-574,146",43.07,0.37,160.36,3
668,4557,6.69,9.65,31.5,"166,390",33.24,0.67,-28.28,0
669,4560,4.07,6.25,36.24,"255,569",40.58,0.5,-73.85,0
670,4562,-5.14,-14.42,23.05,"-46,323",65.14,0.23,-145.8,0
671,4564,3.74,6.75,27.25,"503,078",44.34,0.26,-39.15,0
672,4566,2.15,4.99,21.15,"-218,137",58.04,0.69,-54.27,0
673,4571,11.91,16.69,32.26,"190,083",31.73,0.85,29.24,2
674,4572,1.48,1.71,29.98,"226,909",12.16,0.16,-85.2,0
675,4576,2.93,4.57,34.25,"34,764",34.7,0.45,283.42,3
676,4581,5.97,9.13,23.36,"217,475",34.27,0.7,-26.33,1
677,4720,2.69,6.46,22.3,"54,314",58.14,1.06,110.21,3
678,4722,8.37,10.89,19.88,"268,590",22.7,1.16,9.59,1
679,4737,1.33,2.87,44.9,"95,929",53.83,0.38,-40.47,0
680,4739,2.32,4.11,9.0,"125,796",44.99,0.75,8.22,1
681,4746,3.33,6.79,30.73,"-61,582",48.61,0.31,901.66,3
682,4755,7.3,10.09,22.55,"-273,160",29.56,0.79,23.11,2
683,4763,18.46,35.27,33.51,"-277,473",48.27,0.83,53.83,2
684,4764,1.16,2.17,16.83,"-160,736",50.9,0.62,-68.19,0
685,4766,6.84,11.87,28.1,"857,385",42.13,0.82,-3.66,1
686,4807,1.14,2.08,22.75,"-228,984",43.84,0.91,182.49,3
687,4904,5.4,11.97,32.62,"16,930,602",60.65,0.52,-4.12,1
688,4906,7.34,13.54,11.37,"2,307,277",49.7,1.19,570.36,3
689,4912,7.53,20.82,23.4,"-79,683",59.44,0.87,73.41,2
690,4915,3.86,12.93,11.89,"-324,202",67.23,1.36,-14.08,1
691,4916,-4.83,-10.76,19.46,"1,380,782",60.21,0.6,-249.46,0
692,4919,2.65,6.09,37.29,"-14,209",64.36,0.95,-4.6,1
693,4927,5.67,10.16,21.19,"-182,497",49.82,0.87,44.92,2
694,4930,4.2,10.17,18.47,"-604,767",59.38,0.67,90.8,3
695,4934,-0.76,-1.73,10.28,"-115,630",54.9,0.54,98.9,3
696,4935,11.34,18.81,21.18,"618,435",41.76,1.01,293.27,3
697,4938,2.81,8.98,3.54,"14,564,679",70.93,2.23,22.62,2
698,4942,7.38,10.14,23.55,"585,265",26.89,0.72,4.32,1
699,4943,-0.33,-0.62,24.89,"430,498",46.55,0.43,-147.4,0
700,4952,10.31,13.95,34.12,"262,922",26.52,1.04,26.14,2
701,4956,0.62,0.91,14.83,"41,295",30.18,0.49,112.74,3
702,4958,7.91,13.07,20.25,"6,839,699",42.56,0.82,-7.2,1
703,4960,-0.26,-0.39,3.25,"-125,182",33.97,0.66,87.97,3
704,4961,9.93,14.87,21.89,"-1,657,839",32.29,1.43,137.26,3
705,4967,4.5,10.98,8.47,"-1,101,685",60.19,2.42,1727.37,3
706,4968,28.62,48.68,35.49,"96,185",40.31,1.77,354.14,3
707,4976,-2.44,-3.47,4.02,"70,844",31.37,0.59,38.89,2
708,4977,16.82,21.45,23.06,"-51,455",18.8,1.07,116.93,3
709,4989,1.57,1.91,6.58,"83,025",17.92,1.11,0.62,1
710,4994,18.6,27.4,53.13,"183,040",30.67,1.36,-12.69,1
711,4999,10.38,12.55,33.36,"153,691",19.89,0.71,103.23,3
712,5007,7.7,9.24,20.12,"685,013",16.1,0.65,-26.14,1
713,5203,2.43,3.23,88.67,"956,370",25.65,0.31,-50.41,0
714,5215,23.24,31.7,38.37,"-113,463",27.99,1.14,218.24,3
715,5225,-11.7,-44.86,5.77,"-56,005",81.54,1.53,-319.49,0
716,5234,14.98,22.22,35.82,"360,680",33.31,1.02,-2.94,1
717,5243,3.87,6.15,17.42,"504,736",39.4,1.06,-7.74,1
718,5258,5.77,14.36,25.8,"-114,228",58.08,1.05,365.49,3
719,5269,45.58,52.29,52.15,"1,857,267",10.13,0.73,203.35,3
720,5283,16.96,24.64,39.09,"937,280",30.85,1.09,21.4,2
721,5284,0.75,1.32,31.6,"36,143",43.06,0.38,29.34,2
722,5285,2.73,5.95,14.4,"42,949",56.34,0.83,-40.87,0
723,5288,7.23,11.79,19.47,"449,148",41.84,0.93,-11.54,1
724,5388,2.44,9.0,15.07,"361,715",74.75,1.27,-12.95,1
725,5434,10.9,22.26,11.9,"1,303,284",50.64,1.76,20.29,2
726,5469,4.82,9.38,20.99,"298,978",47.75,0.63,26.71,2
727,5471,28.41,35.91,42.5,"284,610",23.46,1.23,200.3,3
728,5484,-5.81,-7.53,19.17,"-12,055",26.1,0.42,52.52,2
729,5515,3.52,7.09,7.58,"635,676",51.46,0.77,108.7,3
730,5519,5.07,10.57,20.59,"-330,242",52.97,0.38,-7.4,1
731,5521,11.77,20.79,26.42,"167,542",33.04,0.8,4951.49,3
732,5522,5.33,11.43,26.73,"9,192,124",54.48,0.3,22.26,2
733,5525,0.31,0.97,23.15,"-722,378",72.0,0.07,-88.75,0
734,5531,0.0,0.0,28.06,"1,344,581",60.9,0.18,-84.67,0
735,5533,1.69,3.31,15.66,"74,974",46.8,0.26,157.33,3
736,5534,8.03,14.32,32.33,"2,621,089",45.92,0.29,-17.41,1
737,5538,6.7,13.46,13.88,"-169,897",52.83,1.13,5.84,1
738,5546,12.81,29.95,22.27,"-1,460,908",53.32,0.87,58.03,2
739,5607,4.75,9.98,55.29,"1,199,673",53.65,0.13,-17.25,1
740,5608,-5.69,-31.56,-17.45,"-1,089,253",83.86,0.12,-112.83,0
741,5706,0.1,0.22,26.55,"-16,265",51.94,0.2,-93.29,0
742,5871,3.18,19.93,71.81,"2,764,211",83.15,0.11,8.95,1
745,5906,4.33,13.93,52.26,"40,103",65.19,1.43,431.57,3
746,5907,0.14,0.41,67.15,"947,637",65.03,0.19,-120.23,0
747,6005,2.64,10.46,83.57,"1,094,998",76.28,0.07,35.75,2
748,6024,1.32,10.13,54.98,"-669,739",86.24,0.06,3.78,1
749,6108,-0.62,-1.67,11.88,"195,539",64.44,0.86,-123.44,0
750,6112,7.19,12.59,12.0,"900,792",44.2,1.69,38.88,2
751,6115,5.36,9.08,21.62,"984,511",42.55,0.76,-16.09,1
752,6116,8.71,10.18,24.75,"-1,124,507",14.41,0.39,391.0,3
753,6117,-3.04,-7.38,18.93,"-291,332",62.28,0.76,42.74,2
754,6120,-5.66,-10.7,-2.41,"-685,423",49.71,0.72,-552.57,0
755,6128,0.18,0.36,37.64,"787,641",51.48,0.63,-57.79,0
756,6131,9.8,10.82,46.78,"4,495",9.55,0.12,121.55,3
757,6133,-1.98,-2.78,15.58,"121,191",34.6,0.48,-91.33,0
758,6136,7.21,7.56,16.55,"133,701",4.58,0.24,-29.74,0
759,6139,0.27,0.67,5.79,"331,099",60.24,0.49,-69.22,0
760,6141,7.22,13.86,20.37,"-271,282",47.93,0.73,-36.61,0
761,6142,-7.09,-15.64,2.28,"-519,769",57.87,0.7,-28.25,0
762,6152,1.11,2.84,17.72,"-37,725",59.55,0.86,86.94,3
763,6153,2.16,4.45,11.63,"356,030",51.22,0.51,59.84,2
764,6155,2.9,4.79,25.38,"95,820",44.52,0.26,-57.59,0
765,6164,0.15,0.24,25.16,"21,646",34.66,0.43,71.98,2
766,6165,7.75,13.36,22.44,"155,782",54.92,1.04,331.02,3
767,6166,2.17,4.06,39.59,"222,448",48.34,1.12,-45.54,0
768,6168,9.02,12.12,21.25,"200,667",25.57,0.66,882.46,3
769,6172,1.62,3.76,1.86,"3,652",60.39,0.69,27.13,2
770,6176,10.63,19.91,19.03,"6,576,714",47.43,1.05,-10.94,1
771,6177,0.27,1.44,27.56,"-8,330",82.41,0.08,-83.55,0
772,6183,10.03,13.74,39.89,"295,880",29.71,0.63,14.98,2
773,6184,6.46,11.82,50.31,"71,734",43.15,0.26,-0.21,1
774,6189,5.77,15.33,7.56,"-467,023",64.6,2.42,12.08,2
775,6191,3.14,6.37,19.31,"481,357",50.34,0.73,94.98,3
776,6192,9.52,15.01,31.9,"816,905",34.94,0.75,3.69,1
777,6196,4.36,14.26,12.34,"-865,145",68.58,1.26,30.84,2
778,6197,7.18,10.48,26.53,"351,423",35.26,0.79,3.0,1
779,6201,9.0,12.58,21.77,"225,460",31.73,1.02,24.68,2
780,6202,22.88,30.89,46.79,"986,144",27.56,0.97,13.64,2
781,6205,5.16,7.13,34.34,"-276,016",32.46,0.54,26.48,2
782,6206,10.39,12.66,34.82,"786,508",17.58,0.78,-17.22,1
783,6209,-5.24,-7.57,4.08,"-144,897",34.82,0.66,-96.78,0
784,6213,11.41,25.13,19.47,"-1,962,425",47.85,1.03,8.21,1
785,6214,6.36,10.22,24.44,"1,169,288",38.04,1.09,-7.49,1
786,6215,-1.15,-2.05,24.53,"73,307",43.34,0.78,62.83,2
787,6216,6.28,7.01,48.78,"132,751",9.78,0.5,-28.27,0
788,6224,12.71,18.49,49.77,"356,645",34.77,0.55,8.85,1
789,6225,-32.78,-55.1,19.66,"-14,396",32.08,1.13,22.49,2
790,6226,-1.95,-3.56,32.76,"-144,109",51.06,0.34,-135.96,0
791,6230,9.69,18.28,21.73,"268,235",49.35,1.14,11.53,1
792,6235,15.25,30.94,23.97,"-75,131",46.69,0.48,228.93,3
793,6239,7.46,14.21,19.73,"-716,070",46.29,0.71,18.89,2
794,6243,-7.04,-13.0,22.92,-808,49.56,0.73,5.97,1
795,6251,5.48,16.2,13.57,"-624,372",61.08,0.95,337.24,3
796,6257,7.59,14.54,29.04,"174,492",49.87,0.46,23.22,2
797,6269,7.84,12.76,20.52,"760,384",40.24,0.77,-6.95,1
798,6271,7.28,8.78,28.45,"1,300,714",16.62,0.54,95.52,3
799,6277,21.3,32.82,58.86,"871,157",35.25,0.68,106.71,3
800,6278,4.41,11.98,12.1,"-346,700",64.51,1.16,7.82,1
801,6281,7.15,22.4,18.51,"1,032,113",68.17,2.46,32.08,2
802,6282,5.54,13.32,16.83,"-212,831",60.54,0.85,-14.92,1
803,6283,-3.44,-4.66,10.87,"528,227",33.98,0.55,-420.55,0
804,6285,4.23,9.3,11.09,"-49,882",55.76,1.73,0.39,1
805,6288,2.77,5.86,20.72,"130,728",52.95,0.74,-30.39,0
806,6289,-28.69,-783.01,-124.66,"-113,513",98.58,0.31,40.3,2
807,6405,3.73,4.66,10.74,"346,862",12.21,0.19,21529.03,3
808,6409,19.85,43.23,29.43,"1,868,552",55.22,1.23,3.1,1
809,6412,9.11,23.96,18.41,"1,322,106",62.14,1.49,23.83,2
810,6414,3.48,10.86,23.3,"3,827,107",67.26,0.92,4.27,1
811,6415,15.41,16.79,48.08,"-51,518",7.63,0.76,39.38,2
812,6416,9.31,14.04,21.01,"-193,783",33.27,1.21,27.32,2
813,6426,8.52,9.96,53.2,"75,713",10.51,0.45,47.18,2
814,6431,-11.6,-16.27,-0.1,"50,784",16.98,0.33,-128.24,0
815,6438,9.42,20.65,31.1,"364,265",54.86,0.81,459.28,3
816,6442,-1.52,-2.45,16.88,"9,391",41.19,0.82,-97.38,0
817,6443,-3.29,-7.09,10.57,"-3,100,890",49.27,0.54,-42.14,0
818,6449,7.75,14.38,28.65,"352,538",46.01,0.62,88.12,3
819,6451,6.22,13.65,32.59,"741,399",57.52,0.37,14.35,2
820,6456,5.15,15.83,8.62,"5,479,632",68.68,1.51,10.21,1
821,6464,5.44,15.98,51.51,"1,790,689",64.89,0.22,53.08,2
822,6477,5.19,11.87,21.52,"4,545",54.88,0.43,26.23,2
823,6491,12.23,16.58,50.39,"238,030",28.37,0.68,50.45,2
824,6504,14.59,40.4,29.29,"673,483",60.77,0.92,176.37,3
825,6505,1.33,1.61,3.12,"15,806,281",17.93,1.07,-79.94,0
826,6515,22.63,32.01,40.09,"317,028",26.37,1.23,-4.68,1
827,6525,13.97,18.46,32.09,"594,193",25.27,0.76,2.96,1
828,6531,23.24,31.6,28.9,"25,689",22.1,0.99,307.81,3
829,6533,2.55,3.01,99.8,"193,852",14.79,0.42,119.32,3
830,6541,-55.1,-77.46,47.67,"-1,525,746",40.07,0.0,7.47,1
831,6552,9.42,16.79,14.27,"-252,199",46.75,0.66,-71.71,0
832,6558,2.92,5.26,18.96,"131,498",45.65,0.71,-61.41,0
833,6573,-7.18,-16.35,5.65,"-379,896",54.96,0.52,-80.41,0
834,6579,4.9,5.65,32.73,"422,532",12.58,0.61,-30.54,0
835,6581,8.52,11.67,45.54,"-46,952",29.46,0.34,2.18,1
836,6582,34.3,41.19,50.56,"342,343",18.79,1.04,238.39,3
837,6591,8.86,15.32,33.8,"-214,411",42.36,0.76,83.61,3
838,6592,1.94,12.44,64.32,"2,530,759",85.12,0.1,17.51,2
839,6598,-16.63,-20.0,64.72,"-602,877",11.43,0.31,63.05,2
840,6605,1.83,4.24,24.22,"3,786,189",54.83,0.45,-10.14,1
841,6625,-11.78,-20.97,3.34,"-106,715",41.34,0.71,-2378.18,0
842,6641,12.01,18.43,40.07,"183,019",35.97,0.95,-5.13,1
843,6655,5.24,12.07,50.03,"95,647",56.91,0.38,89.17,3
844,6666,5.6,6.85,61.29,"284,807",20.97,0.4,-79.12,0
845,6668,3.7,6.87,37.38,"-451,984",43.87,0.47,2.41,1
846,6669,16.16,37.17,8.19,"-638,786",55.2,3.63,39.56,2
847,6670,8.79,16.96,22.9,"2,835,265",51.7,1.08,-46.47,0
848,6671,10.56,14.33,40.11,"196,657",26.15,0.85,17.37,2
849,6672,10.23,18.45,29.47,"510,324",44.99,1.11,-20.88,1
850,6674,1.75,2.8,14.17,"99,836",39.58,1.01,344.39,3
851,6698,1.6,2.08,31.4,"-184,003",26.0,0.3,-87.5,0
852,6706,8.74,16.55,33.99,"-293,998",50.72,0.7,8.38,1
853,6715,11.43,17.32,30.39,"232,002",36.51,0.97,79.06,3
854,6743,8.92,19.35,24.91,"-1,028,544",54.45,0.96,407.13,3
855,6754,5.86,13.06,26.44,"-280,618",49.43,0.79,3.66,1
856,6756,14.81,18.25,48.78,"-1,262,880",13.94,0.92,31.16,2
857,6768,-0.13,-0.2,18.57,"1,161,630",33.83,0.79,-60.98,0
858,6776,4.3,13.81,4.12,"131,784",68.11,3.63,54.69,2
859,6781,16.7,30.1,31.98,"24,654",45.72,1.1,49.29,2
860,8011,-1.06,-2.01,13.16,"175,899",44.46,0.21,46.92,2
861,8016,16.02,24.79,34.67,"-464,482",32.84,1.12,11.66,2
862,8021,5.87,7.79,32.63,"-124,088",24.77,0.48,49.88,2
863,8028,2.21,4.84,21.6,"1,116,222",54.64,0.46,-63.55,0
864,8033,1.32,2.31,36.0,"28,204",44.98,0.74,152.76,3
865,8039,6.57,10.09,23.71,"1,098,601",34.29,0.77,26.86,2
866,8046,8.66,11.66,14.94,"-116,554",27.37,0.93,1089.45,3
867,8070,10.19,24.84,14.9,"849,283",61.77,0.79,-3.11,1
868,8072,-0.21,-0.23,13.86,"67,965",10.19,0.49,96.14,3
869,8081,14.01,20.64,37.77,"761,902",33.29,0.99,46.97,2
870,8101,-22.17,-87.11,-2.74,"-188,821",84.11,1.06,-1116.69,0
871,8103,5.57,9.56,32.87,"140,563",42.01,0.71,22.07,2
872,8104,5.53,10.34,25.68,"-5,941",45.28,0.46,290.31,3
873,8105,-9.07,-14.29,2.04,"-297,141",39.48,0.6,-442.65,0
874,8110,1.17,1.74,3.32,"318,989",33.88,0.34,54.43,2
875,8112,4.16,16.76,2.64,"-3,530,314",78.41,3.97,26.13,2
876,8114,-0.56,-2.8,32.51,"928,902",80.98,0.58,-78.18,0
877,8131,10.1,11.68,19.47,"1,086,102",13.18,0.72,11.1,1
878,8150,7.18,12.3,21.87,"2,706,484",40.62,0.66,-8.38,1
879,8163,4.77,10.59,17.26,"835,061",56.41,0.99,-1.66,1
880,8201,-9.82,-15.44,15.69,"28,547",38.22,1.12,27.03,2
881,8210,12.95,25.05,25.6,"813,504",50.85,1.04,6.75,1
882,8213,7.33,17.88,14.65,"-456,107",58.57,0.76,83.86,3
883,8215,3.24,8.19,15.11,"509,359",60.91,1.41,54.23,2
884,8222,-2.62,-4.36,8.22,"-199,758",40.53,0.27,-188.5,0
885,8249,4.15,6.0,13.63,"1,271,583",36.23,0.71,3.62,1
886,8261,8.98,14.86,16.37,"-1,178",41.66,1.25,368.29,3
887,8271,6.22,9.22,15.74,"294,465",30.64,1.72,-22.88,1
888,8341,13.8,32.5,58.84,"885,602",63.85,0.39,0.1,1
889,8367,3.64,10.41,30.23,"352,834",64.75,0.26,30.27,2
890,8374,2.75,4.06,17.44,"25,862",28.61,0.96,218.1,3
891,8404,5.08,14.82,36.58,"-2,180,266",67.86,0.4,37.98,2
892,8411,1.9,3.72,11.16,"496,517",47.47,0.56,211.5,3
893,8422,16.48,20.53,70.21,"1,265,797",19.4,0.38,-0.21,1
894,8427,-1.92,-2.89,28.97,"-760,579",32.79,0.56,-348.49,0
895,8429,-5.06,-5.68,-29.36,"-67,570",9.78,0.05,-846.46,0
896,8442,-4.06,-9.38,14.76,"83,029",53.89,0.92,-172.24,0
897,8443,-7.44,-13.44,45.88,"194,561",44.96,0.54,-249.06,0
898,8454,12.18,30.06,9.4,"1,858,006",60.97,4.15,39.22,2
899,8462,5.71,19.43,30.7,"725,835",70.52,0.51,-14.3,1
900,8463,2.43,5.43,12.07,"107,954",56.1,0.62,48.77,2
901,8464,18.89,31.93,55.84,"3,842,849",43.87,0.98,7.57,1
902,8466,6.41,10.81,27.26,"-904,936",41.07,0.65,-31.01,0
903,8467,2.77,4.79,31.17,"-131,344",43.46,0.44,-82.06,0
904,8473,2.41,5.09,17.15,"900,220",54.78,0.3,-35.93,0
905,8478,-0.27,-0.69,23.7,"319,135",63.41,0.65,104.81,3
906,8480,10.81,17.02,36.08,"320,661",40.17,0.68,13.3,2
907,8481,39.37,51.74,52.14,"198,779",24.23,0.66,265.45,3
908,8482,14.31,19.59,36.01,"845,353",27.56,0.91,-22.89,1
909,8488,1.73,3.7,9.53,"-1,664",52.86,0.52,-47.78,0
910,8499,18.73,27.62,56.05,"-533,201",29.02,0.63,52.23,2
911,8926,5.02,8.97,7.74,"686,451",46.95,0.43,-2.35,1
912,8940,-2.42,-5.84,45.38,"108,841",56.14,0.52,-6103.48,0
913,8996,8.82,14.72,25.45,"-339,222",44.7,0.66,-28.84,0
914,9103,72.97,102.45,42.87,"202,452",20.84,2.17,10596.67,3
915,910322,9.09,22.73,32.99,"4,912,092",59.79,1.14,25.01,2
916,9105,0.07,0.25,4.86,"-859,315",74.92,1.65,-37.15,0
917,910861,6.66,14.18,16.4,"-3,959,596",53.15,0.77,134.64,3
918,9110,-6.38,-11.29,9.64,"-8,050",46.39,0.76,60.79,2
919,911608,5.57,10.35,49.13,"-86,084",41.93,0.62,308.71,3
920,911616,-2.93,-3.93,44.49,"-94,641",24.99,0.06,5.08,1
921,911622,-4.79,-7.44,3.8,"-105,965",37.17,0.91,69.82,2
922,911868,-1.83,-2.57,32.18,"-2,615,116",26.32,0.4,106.18,3
923,912000,1.85,2.46,12.57,"512,685",23.34,0.32,39.84,2
924,912398,-13.19,-46.49,22.45,"-1,263,612",77.06,0.43,-2166.99,0
925,9136,6.26,12.21,14.31,"-1,184,322",50.06,0.64,-29.29,0
926,9188,0.98,1.24,21.29,"151,981",20.8,0.43,-134.61,0
927,9802,5.42,8.83,20.99,"163,288",40.66,0.83,-29.85,0
928,9902,2.36,2.62,4.98,"154,664",9.36,0.31,1.85,1
929,9904,4.83,9.04,21.9,"9,937,077",45.45,0.68,-78.23,0
930,9905,6.62,8.97,15.37,"162,722",26.18,0.73,18.76,2
931,9906,-1.11,-11.77,24.88,"865,759",92.39,0.02,-9.09,1
932,9907,2.93,5.24,11.44,"1,026,817",41.76,0.86,101.5,3
933,9908,6.32,8.88,24.79,"772,014",28.52,0.2,-1.85,1
934,9910,10.2,22.78,23.87,"4,223,768",55.8,1.62,-20.15,1
935,9911,12.95,19.11,36.84,"565,034",32.85,0.92,0.43,1
936,9912,-4.14,-7.0,33.79,"-11,703",39.31,0.74,66.11,2
937,9914,13.19,23.42,13.99,"3,541,791",43.47,0.98,64.42,2
938,9917,10.08,20.13,36.55,"650,394",49.51,0.6,11.96,2
939,9918,6.41,10.83,27.25,"82,784",40.9,0.39,25.12,2
940,9919,13.45,31.38,29.54,"176,951",55.15,0.8,9858.9,3
941,9921,8.72,21.02,23.09,"-612,788",56.86,1.15,43.99,2
942,9924,10.16,15.27,23.96,"617,849",33.88,1.04,-1.25,1
943,9925,7.85,11.95,33.93,"1,072,775",34.52,0.43,9.62,1
944,9926,7.62,15.73,26.92,"404,661",52.19,0.33,15.4,2
945,9927,5.05,6.19,8.07,"455,975",17.95,1.32,-31.28,0
946,9928,-0.41,-3.45,8.85,"771,268",88.19,0.21,80.85,3
947,9929,28.96,84.07,16.1,"578,884",47.23,0.25,337.44,3
948,9930,5.62,12.87,14.15,"843,825",57.79,0.8,-6.64,1
949,9931,4.52,9.72,17.96,"18,442",53.53,0.27,-0.18,1
950,9933,2.11,7.72,6.56,"-313,633",73.11,0.79,-22.05,1
951,9934,0.82,2.42,27.52,"563,309",67.22,1.03,-14.45,1
952,9935,4.43,12.84,20.84,"-50,166",65.51,1.01,43.37,2
953,9937,6.63,16.55,13.31,"81,747",57.29,1.44,5.03,1
954,9938,5.97,14.7,36.71,"-1,111,931",60.77,0.49,6.16,1
955,9939,4.32,9.89,21.22,"117,640",56.19,0.61,18.01,2
956,9940,4.89,13.73,29.56,"5,448,908",63.42,0.41,22.96,2
957,9941,1.51,14.21,49.77,"9,384,134",89.1,0.15,-5.36,1
958,9942,9.01,12.86,32.97,"392,157",30.76,0.67,-5.44,1
959,9943,10.32,15.22,53.3,"905,526",32.81,0.45,-19.26,1
960,9944,1.14,2.0,26.88,"-301,460",42.01,0.46,325.81,3
961,9945,20.81,34.27,20.64,"12,668,665",36.17,0.11,-3.24,1
962,9946,1.7,2.88,29.23,"421,406",39.88,0.13,-88.48,0
963,9955,-4.22,-7.42,-1.13,"78,353",44.85,1.03,-1310.51,0
964,9958,8.53,16.21,29.31,"-2,026,657",45.74,0.45,69.45,2
